trkb,75.79858289555531
p35,72.90827503317318
cdk5,55.5598105334112
antibody,39.79614208497513
immunoprecipitated,29.616681043879105
trka,28.07354922057604
trkc,28.07354922057604
lysates,19.553683365299072
cells,19.29380286146385
pan-trk,18.0
bdnf,17.36965594166206
uxt,14.21042225708926
immunoblotted,12.65148445440323
brain,12.65148445440323
anti-foxo3a,12.0
from,11.79323699444562
association,11.60964047443681
p65,11.5200309344505
either,10.900560635077666
control,10.659821140236845
hek293t,10.339850002884624
associate,10.339850002884624
igg,10.202638308846552
overexpressed,10.0
stimulation,9.905262494951906
immunoprecipitation,9.537990555692957
p7,9.287712379549449
cortical,9.287712379549449
vitro,9.096921973012357
brca1,8.796285388407314
tnf-α,8.563114623131185
between,8.123252705352723
cdk5/p35,8.0
cdk5/p25,8.0
h1,8.0
trk,8.0
observed,7.772735301157028
interaction,7.5611924407878845
protein,7.53164197263309
neurons,7.229419688230417
min,6.892558116268649
lanes,6.339850002884625
k252a,6.339850002884625
rat,6.0
possibility,6.0
time,6.0
antibodies,5.849625007211562
vectors,5.837726474549189
against,5.577386087099679
ip,5.422064766172813
overexpressing,5.422064766172813
sirt3,5.28771237954945
western,5.28771237954945
figure,5.253130365349841
shown,4.889569685345792
endogenous,4.770580311769583
flag-laf4,4.754887502163469
coimmunoprecipitation,4.754887502163469
ipd,4.754887502163469
flag-pp1α,4.754887502163469
receptors,4.754887502163469
associated,4.754887502163469
cos7,4.754887502163469
kinase,4.754887502163469
abolished,4.754887502163469
assay,4.427660815666048
activity,4.427660815666048
cell,4.398142694203657
fig.,4.329848640767892
using,4.240483969750284
cos-7,4.0
cultures,4.0
anti-myc,4.0
phospho-histone,4.0
normal,4.0
1d,4.0
p-myc-hsirt3-wt,4.0
p-myc-hsirt3-mt,4.0
histogram,4.0
normalized,4.0
untreated,4.0
histone,4.0
value,4.0
brains,4.0
absence,3.965784284662087
treatment,3.965784284662087
without,3.7891032175013812
increase,3.7891032175013812
co-immunoprecipitation,3.6671772640093443
expressed,3.6049015835089513
only,3.5779352338271875
following,3.553273713412282
transfected,3.4726238309594395
full-length,3.4125105712498054
nucleus,3.320745611749536
both,3.298607020652743
nuclear,3.211167983674194
co-ip,3.1699250014423126
show,3.1699250014423126
m1,3.1699250014423126
lane,3.1699250014423126
ser478,3.1699250014423126
probed,3.1699250014423126
lack,3.1699250014423126
anti-sirt3,3.1699250014423126
epitope,3.1699250014423126
mitochondrial,3.1699250014423126
dm,3.1699250014423126
stimulated,3.1699250014423126
postnatal,3.1699250014423126
juxtamembrane,3.1699250014423126
performed,3.13318235807536
proteins,3.0995005918055982
quantification,2.8300749985576874
sds-page,2.8300749985576874
indicate,2.8300749985576874
level,2.8300749985576874
substrate,2.643856189774725
interacts,2.643856189774725
band,2.643856189774725
subjected,2.643856189774725
resulted,2.643856189774725
cytoplasmic,2.643856189774725
foxo3a,2.643856189774725
coimmunoprecipitated,2.643856189774725
consensus,2.643856189774725
fixed,2.643856189774725
treated,2.643856189774725
rabbit,2.643856189774725
obtained,2.5260688116675873
changes,2.5260688116675873
phosphorylated,2.5260688116675873
hct116,2.444784842672896
blot,2.444784842672896
shows,2.444784842672896
mutant,2.444784842672896
tagged,2.3852901558847917
respectively,2.3852901558847917
followed,2.3852901558847917
indicating,2.3398500028846247
amount,2.3398500028846247
addition,2.3398500028846247
contrast,2.3398500028846247
sites,2.3398500028846247
wild-type,2.3398500028846247
may,2.3398500028846247
found,2.3040061868901
encoding,2.2750070474998703
presence,2.2750070474998703
upon,2.2309544348398718
incubated,2.213830407833024
whether,2.1990713471018286
phosphorylation,2.1990713471018286
vivo,2.1990713471018286
detected,2.186218808782963
wt,2.1177873781071375
region,2.108895568044753
phosphorylate,1.5849625007211563
ser478-phosphorylated,1.5849625007211563
1c,1.5849625007211563
cmv,1.5849625007211563
verify,1.5849625007211563
pre-washed,1.5849625007211563
posttranslational,1.5849625007211563
exhibited,1.5849625007211563
location,1.5849625007211563
myc,1.5849625007211563
agreement,1.5849625007211563
markus,1.5849625007211563
1e-1h,1.5849625007211563
vehicle,1.5849625007211563
phenomenon,1.5849625007211563
pretreatment,1.5849625007211563
translocation,1.5849625007211563
intervals,1.5849625007211563
ha-p65,1.5849625007211563
abundantly,1.5849625007211563
consequently,1.5849625007211563
anti-p65,1.5849625007211563
served,1.5849625007211563
mammalian,1.5849625007211563
dmso,1.5849625007211563
examine,1.5849625007211563
noted,1.5849625007211563
essentially,1.5849625007211563
investigation,1.5849625007211563
intense,1.5849625007211563
establish,1.5849625007211563
factions,1.5849625007211563
formally,1.5849625007211563
though,1.5849625007211563
immunoprecipitates,1.5849625007211563
marked,1.5849625007211563
collectively,1.5849625007211563
rule,1.5849625007211563
rotation,1.5849625007211563
bdnf-induced,1.5849625007211563
products,1.5849625007211563
foxo,1.5849625007211563
flag-epitope,1.5849625007211563
35s,1.5849625007211563
methionine,1.5849625007211563
protein-dna,1.5849625007211563
characterize,1.5849625007211563
ligand,1.5849625007211563
triggered,1.5849625007211563
carboxy,1.5849625007211563
untagged,1.5849625007211563
mixed,1.5849625007211563
modifications,1.5849625007211563
response,1.5849625007211563
points,1.5849625007211563
co-immunoprecipitates,1.5849625007211563
physiological,1.5849625007211563
slightly,1.5849625007211563
exclusively,1.5849625007211563
2e-2g,1.5849625007211563
barely,1.5849625007211563
affected,1.5849625007211563
amersham,1.5849625007211563
marginal,1.5849625007211563
formaldehyde,1.5849625007211563
resolved,1.5849625007211563
devoid,1.5849625007211563
labeled,1.5849625007211563
p-ser,1.5849625007211563
explanation,1.5849625007211563
detectable,1.5849625007211563
even,1.5849625007211563
sonicated,1.5849625007211563
laf4,1.5849625007211563
relevance,1.5849625007211563
microliters,1.5849625007211563
carboxy-terminally,1.5849625007211563
1a-1d,1.5849625007211563
kidney,1.5849625007211563
rotated,1.5849625007211563
almost,1.5849625007211563
biosciences,1.5849625007211563
inhibitor,1.5849625007211563
development,1.5849625007211563
2h,1.5849625007211563
localized,1.5849625007211563
prerequisites,1.5849625007211563
interplay,1.5849625007211563
fractionated,1.5849625007211563
translation,1.5849625007211563
family,1.5849625007211563
termini,1.5849625007211563
non-specific,1.5849625007211563
existed,1.5849625007211563
day,1.5849625007211563
forty,1.5849625007211563
extract,1.5849625007211563
techniques,1.5849625007211563
coprecipitated,1.5849625007211563
2a-2d,1.5849625007211563
proceeded,1.5849625007211563
access,1.5849625007211563
crosslink,1.5849625007211563
pretreated,1.5849625007211563
explore,1.3219280948873624
flag-uxt,1.3219280948873624
background,1.3219280948873624
washing,1.3219280948873624
before,1.3219280948873624
mg,1.3219280948873624
overnight,1.3219280948873624
lower,1.3219280948873624
strong,1.3219280948873624
mouse,1.3219280948873624
most,1.3219280948873624
reduced,1.3219280948873624
generated,1.3219280948873624
next,1.3219280948873624
ha-uxt,1.3219280948873624
flag,1.3219280948873624
incubation,1.3219280948873624
large,1.3219280948873624
required,1.3219280948873624
pp1α,1.3219280948873624
possible,1.3219280948873624
substantiate,1.3219280948873624
since,1.3219280948873624
reported,1.222392421336448
examined,1.222392421336448
throughout,1.222392421336448
furthermore,1.222392421336448
applied,1.222392421336448
sepharose,1.222392421336448
ha,1.222392421336448
anti-ha,1.222392421336448
added,1.222392421336448
indeed,1.222392421336448
deacetylation,1.222392421336448
2a,1.222392421336448
dependent,1.222392421336448
binds,1.222392421336448
address,1.222392421336448
markedly,1.222392421336448
1b,1.222392421336448
